1	0.0056	0.0134	0.3507	0.1179	0	0	0	0	0	0	0
2	0.0029	0.0056	0.4105	0.053	0.1949	0	0	0	0	0	0
3	0.0025	0.0011	0.2388	0.0301	0.1159	0.5868	0	0	0	0	0
4	0.0133	0.0067	0	0.0001	0.0005	0.0769	0.8234	0	0	0	0
5	0.0473	0.022	0	0	0	0.0019	0.1961	0.818	0	0	0
6	0.017	0.0222	0	0	0	0	0.005	0.1737	0.6902	0.0023	0
7	0.0538	0.0897	0	0	0	0	0.0007	0.0246	0.2707	0.8626	0.0275
8	0.1386	0.2365	0	0	0	0	0.0001	0.0073	0.055	0.3589	1.9761
